time,A,B,C
2020-08-07 05:20:00,15.4,15.5,16.3
2020-08-07 05:30:00,16.3,16.1,16.7
2020-08-07 05:40:00,17.3,16.6,17.0
2020-08-07 05:50:00,18.0,17.1,17.5
2020-08-07 06:00:00,18.2,17.7,18.2
2020-08-07 06:10:00,18.6,18.3,18.9
2020-08-07 06:20:00,18.9,19.0,19.6
2020-08-07 06:30:00,19.6,19.6,20.1
2020-08-07 06:40:00,20.0,20.8,20.8
2020-08-07 06:50:00,20.7,21.5,21.4
2020-08-07 07:00:00,21.3,21.4,21.9
2020-08-07 07:10:00,22.1,22.2,22.6
2020-08-07 07:20:00,22.8,22.7,23.3
2020-08-07 07:30:00,23.5,23.0,24.0
2020-08-07 07:40:00,24.2,23.6,24.8
2020-08-07 07:50:00,24.8,23.8,25.2
2020-08-07 08:00:00,25.6,24.1,25.7
2020-08-07 08:10:00,26.0,24.6,26.4
2020-08-07 08:20:00,26.5,24.9,27.2
2020-08-07 08:30:00,26.8,24.9,27.3
2020-08-07 08:40:00,27.3,25.6,27.8
2020-08-07 08:50:00,27.7,25.7,28.3
2020-08-07 09:00:00,28.1,25.9,28.8
2020-08-07 09:10:00,28.7,26.1,28.6
2020-08-07 09:20:00,28.9,26.4,29.1
2020-08-07 09:30:00,29.2,26.4,29.4
2020-08-07 09:40:00,29.3,26.8,30.3
2020-08-07 09:50:00,29.8,27.2,30.0
2020-08-07 10:00:00,30.1,27.4,30.4
2020-08-07 10:10:00,30.5,27.4,31.2
2020-08-07 10:20:00,30.2,27.5,30.8
2020-08-07 10:30:00,30.6,27.8,31.2
2020-08-07 10:40:00,30.8,27.8,31.2
2020-08-07 10:50:00,30.9,28.0,31.4
2020-08-07 11:00:00,31.0,28.5,31.3
2020-08-07 11:10:00,31.5,28.9,32.3
2020-08-07 11:20:00,31.2,28.1,32.1
2020-08-07 11:30:00,31.9,28.7,32.0
2020-08-07 11:40:00,31.9,28.3,32.3
2020-08-07 11:50:00,32.3,28.8,32.3
2020-08-07 12:00:00,32.3,27.9,32.3
2020-08-07 12:10:00,32.3,29.1,32.8
2020-08-07 12:20:00,32.4,28.6,32.7
2020-08-07 12:30:00,31.9,28.9,33.1
2020-08-07 12:40:00,31.7,29.0,33.3
2020-08-07 12:50:00,32.0,28.4,33.5
2020-08-07 13:00:00,32.0,28.8,33.7
2020-08-07 13:10:00,32.2,28.9,33.0
2020-08-07 13:20:00,32.8,29.2,33.8
2020-08-07 13:30:00,32.8,29.1,33.9
2020-08-07 13:40:00,32.8,28.9,34.1
2020-08-07 13:50:00,32.9,29.0,33.3
2020-08-07 14:00:00,32.8,29.2,33.5
2020-08-07 14:10:00,33.6,29.1,33.7
2020-08-07 14:20:00,32.8,29.3,33.6
2020-08-07 14:30:00,33.2,29.6,33.5
2020-08-07 14:40:00,32.9,29.1,33.6
2020-08-07 14:50:00,32.7,29.1,33.7
2020-08-07 15:00:00,33.1,29.2,34.2
2020-08-07 15:10:00,32.8,29.3,33.6
2020-08-07 15:20:00,33.7,29.1,33.6
2020-08-07 15:30:00,33.1,29.1,34.0
2020-08-07 15:40:00,32.9,29.0,33.8
2020-08-07 15:50:00,33.4,28.9,33.6
2020-08-07 16:00:00,32.8,28.8,33.1
2020-08-07 16:10:00,32.2,28.8,33.5
2020-08-07 16:20:00,31.9,28.7,33.0
2020-08-07 16:30:00,31.2,28.4,33.2
2020-08-07 16:40:00,31.0,28.2,32.2
2020-08-07 16:50:00,31.2,28.1,31.7
2020-08-07 17:00:00,31.3,27.3,31.8
2020-08-07 17:10:00,31.5,26.7,31.3
2020-08-07 17:20:00,30.2,26.0,31.3
2020-08-07 17:30:00,29.8,25.1,30.9
2020-08-07 17:40:00,30.7,24.2,30.3
2020-08-07 17:50:00,30.7,23.6,29.7
2020-08-07 18:00:00,30.1,22.7,29.4
2020-08-07 18:10:00,29.6,21.9,28.8
2020-08-07 18:20:00,27.9,21.5,28.2
2020-08-07 18:30:00,26.8,20.9,27.3
2020-08-07 18:40:00,25.2,20.5,26.7
2020-08-07 18:50:00,23.7,20.4,26.1
2020-08-07 19:00:00,23.0,20.0,25.4
2020-08-07 19:10:00,22.2,19.4,24.9
2020-08-07 19:20:00,21.5,19.1,24.3
2020-08-07 19:30:00,21.4,18.9,23.8
2020-08-07 19:40:00,20.6,18.8,23.4
2020-08-07 19:50:00,20.3,18.6,23.1
2020-08-07 20:00:00,20.0,18.4,22.7
2020-08-07 20:10:00,19.6,18.3,22.4
2020-08-07 20:20:00,19.3,18.0,22.1
2020-08-07 20:30:00,18.9,17.9,21.8
2020-08-07 20:40:00,18.8,17.7,21.6
2020-08-07 20:50:00,18.7,17.5,21.3
2020-08-07 21:00:00,18.1,17.4,21.1
2020-08-07 21:10:00,18.1,17.2,21.0
2020-08-07 21:20:00,18.1,17.2,20.8
2020-08-07 21:30:00,18.0,17.0,20.6
2020-08-07 21:40:00,18.1,16.7,20.3
2020-08-07 21:50:00,17.8,16.5,20.2
2020-08-07 22:00:00,17.7,16.5,20.3
2020-08-07 22:10:00,17.6,16.4,19.8
2020-08-07 22:20:00,17.5,16.1,19.9
2020-08-07 22:30:00,17.3,16.0,19.6
2020-08-07 22:40:00,17.0,15.8,19.2
2020-08-07 22:50:00,17.0,15.8,19.2
2020-08-07 23:00:00,16.9,15.5,19.2
2020-08-07 23:10:00,16.8,15.5,19.0
2020-08-07 23:20:00,16.8,15.4,18.9
2020-08-07 23:30:00,16.7,15.3,18.6
2020-08-07 23:40:00,16.8,15.2,18.6
2020-08-07 23:50:00,16.2,15.1,18.7
2020-08-08 00:00:00,17.1,15.1,18.5
2020-08-08 00:10:00,16.9,15.1,18.4
2020-08-08 00:20:00,16.8,15.0,18.2
2020-08-08 00:30:00,16.6,14.8,18.2
2020-08-08 00:40:00,16.7,14.8,17.9
2020-08-08 00:50:00,16.6,14.7,17.8
2020-08-08 01:00:00,16.7,14.7,17.7
2020-08-08 01:10:00,16.6,14.6,17.7
2020-08-08 01:20:00,16.6,14.4,17.6
2020-08-08 01:30:00,16.3,14.3,17.5
2020-08-08 01:40:00,16.3,14.3,17.4
2020-08-08 01:50:00,16.0,14.2,17.2
2020-08-08 02:00:00,15.7,14.2,17.1
2020-08-08 02:10:00,15.8,14.1,17.1
2020-08-08 02:20:00,15.6,14.1,17.0
2020-08-08 02:30:00,15.5,14.1,16.8
2020-08-08 02:40:00,15.5,14.0,16.7
2020-08-08 02:50:00,15.3,13.9,16.6
2020-08-08 03:00:00,15.5,13.8,16.6
2020-08-08 03:10:00,16.1,13.8,16.4
2020-08-08 03:20:00,15.5,13.8,16.3
2020-08-08 03:30:00,15.4,13.7,16.4
2020-08-08 03:40:00,15.3,13.7,16.2
2020-08-08 03:50:00,15.3,13.4,16.2
2020-08-08 04:00:00,15.3,13.4,16.1
2020-08-08 04:10:00,15.4,13.3,16.0
2020-08-08 04:20:00,15.4,13.3,16.1
2020-08-08 04:30:00,15.7,13.5,16.2
2020-08-08 04:40:00,16.0,13.6,16.3
2020-08-08 04:50:00,16.1,13.7,16.6
2020-08-08 05:00:00,16.6,14.0,17.0
2020-08-08 05:10:00,17.3,14.4,17.7
2020-08-08 05:20:00,17.8,14.9,18.4
2020-08-08 05:30:00,19.1,15.4,19.3
2020-08-08 05:40:00,20.3,15.6,19.8
2020-08-08 05:50:00,21.2,15.8,20.5
2020-08-08 06:00:00,21.7,16.2,21.2
2020-08-08 06:10:00,21.8,16.8,22.1
2020-08-08 06:20:00,22.4,17.3,22.6
2020-08-08 06:30:00,22.9,17.9,23.8
2020-08-08 06:40:00,23.6,18.7,25.0
2020-08-08 06:50:00,24.1,19.7,25.5
2020-08-08 07:00:00,24.3,19.9,26.3
2020-08-08 07:10:00,24.8,20.3,26.6
2020-08-08 07:20:00,24.7,20.9,27.3
2020-08-08 07:30:00,25.7,21.5,28.1
2020-08-08 07:40:00,25.7,22.7,28.9
2020-08-08 07:50:00,26.4,23.3,29.6
2020-08-08 08:00:00,27.0,24.1,30.1
2020-08-08 08:10:00,27.8,24.9,30.4
2020-08-08 08:20:00,28.4,24.7,30.0
2020-08-08 08:30:00,28.8,25.3,30.6
2020-08-08 08:40:00,29.7,25.5,30.7
2020-08-08 08:50:00,29.7,26.5,31.5
2020-08-08 09:00:00,29.6,26.5,31.5
2020-08-08 09:10:00,29.7,26.7,31.8
2020-08-08 09:20:00,30.8,27.1,32.0
2020-08-08 09:30:00,30.5,27.4,33.0
2020-08-08 09:40:00,30.9,27.9,32.9
2020-08-08 09:50:00,31.1,28.0,32.8
2020-08-08 10:00:00,31.3,28.4,32.2
2020-08-08 10:10:00,31.5,28.3,33.1
2020-08-08 10:20:00,31.6,28.5,33.1
2020-08-08 10:30:00,32.0,28.7,33.3
2020-08-08 10:40:00,31.5,28.7,33.0
2020-08-08 10:50:00,32.4,29.0,32.7
2020-08-08 11:00:00,32.2,29.1,33.0
2020-08-08 11:10:00,31.7,29.2,32.4
2020-08-08 11:20:00,32.9,29.2,34.5
2020-08-08 11:30:00,32.9,29.5,32.4
2020-08-08 11:40:00,32.6,29.9,33.1
2020-08-08 11:50:00,33.1,29.9,34.5
2020-08-08 12:00:00,32.6,30.0,34.8
2020-08-08 12:10:00,33.7,29.5,35.4
2020-08-08 12:20:00,34.3,29.9,34.8
2020-08-08 12:30:00,33.5,30.0,35.2
2020-08-08 12:40:00,34.0,30.5,35.4
2020-08-08 12:50:00,34.0,31.4,35.7
2020-08-08 13:00:00,33.9,30.5,35.1
2020-08-08 13:10:00,34.5,30.6,35.4
2020-08-08 13:20:00,33.2,30.6,35.5
2020-08-08 13:30:00,34.4,30.8,34.9
2020-08-08 13:40:00,34.7,30.7,34.9
2020-08-08 13:50:00,34.2,30.8,35.8
2020-08-08 14:00:00,33.3,30.9,35.5
2020-08-08 14:10:00,33.5,31.2,36.0
2020-08-08 14:20:00,34.1,30.7,35.8
2020-08-08 14:30:00,34.8,30.8,35.1
2020-08-08 14:40:00,33.8,31.2,33.7
2020-08-08 14:50:00,33.3,31.2,34.5
2020-08-08 15:00:00,33.3,31.2,34.5
2020-08-08 15:10:00,33.0,31.3,33.3
2020-08-08 15:20:00,33.7,31.1,34.2
2020-08-08 15:30:00,32.8,31.5,34.8
2020-08-08 15:40:00,32.9,30.8,34.5
2020-08-08 15:50:00,32.6,30.8,35.1
2020-08-08 16:00:00,32.6,30.9,34.3
2020-08-08 16:10:00,32.5,31.0,35.0
2020-08-08 16:20:00,31.8,30.2,34.8
2020-08-08 16:30:00,31.6,30.2,34.8
2020-08-08 16:40:00,31.6,29.8,33.6
2020-08-08 16:50:00,31.5,29.5,33.1
2020-08-08 17:00:00,31.0,28.8,32.9
2020-08-08 17:10:00,30.7,27.0,32.3
2020-08-08 17:20:00,30.4,26.3,31.9
2020-08-08 17:30:00,30.1,25.4,31.4
2020-08-08 17:40:00,29.9,24.6,30.8
2020-08-08 17:50:00,29.5,24.0,30.2
2020-08-08 18:00:00,29.1,23.2,28.9
2020-08-08 18:10:00,28.8,22.8,28.2
2020-08-08 18:20:00,28.0,22.1,27.5
2020-08-08 18:30:00,27.8,21.7,26.9
2020-08-08 18:40:00,27.3,21.2,26.5
2020-08-08 18:50:00,26.8,20.9,26.2
2020-08-08 19:00:00,26.4,20.4,25.4
2020-08-08 19:10:00,25.9,20.4,25.0
2020-08-08 19:20:00,25.5,20.0,24.2
2020-08-08 19:30:00,24.9,19.8,24.0
2020-08-08 19:40:00,24.1,19.7,23.4
2020-08-08 19:50:00,23.9,20.1,22.9
2020-08-08 20:00:00,23.4,20.0,22.9
2020-08-08 20:10:00,23.0,20.1,22.8
2020-08-08 20:20:00,22.7,19.8,22.3
2020-08-08 20:30:00,22.1,19.7,22.1
2020-08-08 20:40:00,22.0,19.6,21.9
2020-08-08 20:50:00,21.8,19.2,21.8
2020-08-08 21:00:00,21.5,19.0,21.5
2020-08-08 21:10:00,21.3,18.8,21.2
2020-08-08 21:20:00,21.3,18.4,21.1
2020-08-08 21:30:00,21.2,18.2,21.0
2020-08-08 21:40:00,21.6,18.1,20.8
2020-08-08 21:50:00,21.7,17.9,20.6
2020-08-08 22:00:00,21.0,17.7,20.4
2020-08-08 22:10:00,20.9,17.6,20.3
2020-08-08 22:20:00,20.6,17.5,20.2
2020-08-08 22:30:00,19.8,17.3,20.0
2020-08-08 22:40:00,19.8,17.1,19.8
2020-08-08 22:50:00,19.4,17.2,19.8
2020-08-08 23:00:00,19.3,17.1,19.8
2020-08-08 23:10:00,19.2,17.2,19.6
2020-08-08 23:20:00,19.0,17.1,19.6
2020-08-08 23:30:00,18.9,17.2,19.5
2020-08-08 23:40:00,18.9,16.7,19.5
2020-08-08 23:50:00,19.0,16.5,19.4
2020-08-09 00:00:00,18.5,16.4,19.2
2020-08-09 00:10:00,18.1,16.2,19.2
2020-08-09 00:20:00,18.4,16.1,18.9
2020-08-09 00:30:00,18.4,16.1,18.7
2020-08-09 00:40:00,18.4,16.0,18.6
2020-08-09 00:50:00,18.1,15.9,18.5
2020-08-09 01:00:00,18.0,15.8,18.4
2020-08-09 01:10:00,18.4,15.8,18.3
2020-08-09 01:20:00,18.5,15.7,18.0
2020-08-09 01:30:00,18.5,15.5,18.1
2020-08-09 01:40:00,19.2,15.5,17.9
2020-08-09 01:50:00,19.3,15.3,17.8
2020-08-09 02:00:00,18.9,15.3,17.7
2020-08-09 02:10:00,18.7,15.2,17.5
2020-08-09 02:20:00,18.4,15.1,17.5
2020-08-09 02:30:00,18.3,14.9,17.4
2020-08-09 02:40:00,18.7,14.9,17.2
2020-08-09 02:50:00,18.8,14.9,17.0
2020-08-09 03:00:00,18.6,14.8,17.0
2020-08-09 03:10:00,18.9,14.6,17.0
2020-08-09 03:20:00,18.8,14.7,16.9
2020-08-09 03:30:00,18.8,14.5,16.8
2020-08-09 03:40:00,18.7,14.5,16.8
2020-08-09 03:50:00,18.7,14.3,16.6
2020-08-09 04:00:00,18.6,14.3,16.6
2020-08-09 04:10:00,18.7,14.3,16.7
2020-08-09 04:20:00,18.7,14.3,16.6
2020-08-09 04:30:00,18.8,14.3,16.7
2020-08-09 04:40:00,19.0,14.4,16.8
2020-08-09 04:50:00,19.0,14.6,17.0
2020-08-09 05:00:00,19.5,14.8,17.2
2020-08-09 05:10:00,19.9,15.3,17.3
2020-08-09 05:20:00,20.2,15.7,17.7
2020-08-09 05:30:00,20.4,16.4,18.3
2020-08-09 05:40:00,20.6,16.6,19.0
2020-08-09 05:50:00,20.9,16.8,19.6
2020-08-09 06:00:00,21.2,17.4,20.5
2020-08-09 06:10:00,21.6,17.6,21.2
2020-08-09 06:20:00,21.9,18.2,21.9
2020-08-09 06:30:00,22.3,19.1,22.8
2020-08-09 06:40:00,22.5,20.1,23.6
2020-08-09 06:50:00,22.7,21.0,24.3
2020-08-09 07:00:00,22.9,21.3,25.2
2020-08-09 07:10:00,23.2,22.1,25.4
2020-08-09 07:20:00,23.4,22.6,26.2
2020-08-09 07:30:00,24.4,23.1,26.8
2020-08-09 07:40:00,24.8,23.6,27.1
2020-08-09 07:50:00,25.6,24.8,27.8
2020-08-09 08:00:00,25.2,24.9,28.3
2020-08-09 08:10:00,25.1,25.9,28.6
2020-08-09 08:20:00,25.1,26.2,29.0
2020-08-09 08:30:00,25.5,26.9,29.4
2020-08-09 08:40:00,25.4,26.8,30.3
2020-08-09 08:50:00,25.5,27.0,30.7
2020-08-09 09:00:00,25.5,27.6,31.4
2020-08-09 09:10:00,25.7,27.6,31.6
2020-08-09 09:20:00,26.3,28.0,31.5
2020-08-09 09:30:00,27.5,28.4,32.6
2020-08-09 09:40:00,27.5,28.6,33.3
2020-08-09 09:50:00,27.5,28.9,33.3
2020-08-09 10:00:00,27.8,29.1,34.1
2020-08-09 10:10:00,27.9,29.9,33.8
2020-08-09 10:20:00,27.8,29.5,33.9
2020-08-09 10:30:00,27.4,29.5,34.2
2020-08-09 10:40:00,27.2,29.7,34.3
2020-08-09 10:50:00,27.2,29.6,34.9
2020-08-09 11:00:00,27.2,30.1,34.4
2020-08-09 11:10:00,27.1,30.4,35.1
2020-08-09 11:20:00,27.0,30.4,35.1
2020-08-09 11:30:00,26.9,30.5,34.8
2020-08-09 11:40:00,26.9,30.8,35.1
2020-08-09 11:50:00,27.0,30.1,35.8
2020-08-09 12:00:00,27.2,30.3,35.0
2020-08-09 12:10:00,27.4,30.3,33.8
2020-08-09 12:20:00,27.7,30.2,35.6
2020-08-09 12:30:00,27.9,30.6,35.7
2020-08-09 12:40:00,29.4,31.0,33.2
2020-08-09 12:50:00,29.1,30.8,33.3
2020-08-09 13:00:00,29.0,31.0,35.1
2020-08-09 13:10:00,29.2,31.2,35.1
2020-08-09 13:20:00,30.3,30.7,35.4
2020-08-09 13:30:00,30.1,31.1,35.8
2020-08-09 13:40:00,29.4,30.5,35.6
2020-08-09 13:50:00,30.3,31.0,36.2
2020-08-09 14:00:00,30.3,30.5,35.6
2020-08-09 14:10:00,30.5,31.5,35.5
2020-08-09 14:20:00,30.3,31.6,35.9
2020-08-09 14:30:00,30.3,31.7,36.0
2020-08-09 14:40:00,30.8,30.6,35.5
2020-08-09 14:50:00,30.9,30.8,35.9
2020-08-09 15:00:00,30.6,31.2,36.1
2020-08-09 15:10:00,30.1,31.6,35.7
2020-08-09 15:20:00,30.1,30.7,36.0
2020-08-09 15:30:00,29.8,31.0,36.1
2020-08-09 15:40:00,30.5,30.4,34.8
2020-08-09 15:50:00,30.5,31.1,34.2
2020-08-09 16:00:00,30.3,30.5,33.8
2020-08-09 16:10:00,30.5,31.0,33.0
2020-08-09 16:20:00,30.3,30.8,32.1
2020-08-09 16:30:00,30.2,30.7,31.7
2020-08-09 16:40:00,30.0,30.5,30.8
2020-08-09 16:50:00,29.4,29.4,28.7
2020-08-09 17:00:00,29.0,28.0,26.2
2020-08-09 17:10:00,28.8,27.0,25.9
2020-08-09 17:20:00,28.7,26.1,25.7
2020-08-09 17:30:00,28.6,25.4,25.7
2020-08-09 17:40:00,28.5,24.7,25.3
2020-08-09 17:50:00,28.4,23.9,25.1
2020-08-09 18:00:00,28.5,23.2,24.9
2020-08-09 18:10:00,28.1,22.6,25.1
2020-08-09 18:20:00,28.0,,25.4
2020-08-09 18:30:00,27.5,,25.6
2020-08-09 18:40:00,27.0,,25.5
2020-08-09 18:50:00,26.8,,25.9
2020-08-09 19:00:00,26.2,,25.7
2020-08-09 19:10:00,26.1,,25.1
2020-08-09 19:20:00,25.5,,24.7
2020-08-09 19:30:00,24.7,,24.6
2020-08-09 19:40:00,24.0,,24.3
2020-08-09 19:50:00,23.4,,23.6
2020-08-09 20:00:00,22.7,,23.2
2020-08-09 20:10:00,22.1,,23.2
2020-08-09 20:20:00,22.0,,23.0
2020-08-09 20:30:00,21.5,,23.5
2020-08-09 20:40:00,21.4,,23.6
2020-08-09 20:50:00,21.4,,23.8
2020-08-09 21:00:00,21.2,,23.5
2020-08-09 21:10:00,21.1,,22.6
2020-08-09 21:20:00,21.0,,22.2
2020-08-09 21:30:00,20.9,,21.6
2020-08-09 21:40:00,20.6,,21.5
2020-08-09 21:50:00,20.8,,21.0
2020-08-09 22:00:00,20.6,,20.9
2020-08-09 22:10:00,20.9,,20.7
2020-08-09 22:20:00,20.6,,20.6
2020-08-09 22:30:00,19.9,,20.0
2020-08-09 22:40:00,19.8,,19.9
2020-08-09 22:50:00,19.7,,19.6
2020-08-09 23:00:00,19.4,,19.5
2020-08-09 23:10:00,19.1,,19.5
2020-08-09 23:20:00,18.9,,19.7
2020-08-09 23:30:00,18.5,,19.6
2020-08-09 23:40:00,18.6,,19.7
2020-08-09 23:50:00,18.3,,19.5
2020-08-10 00:00:00,18.1,,19.2
2020-08-10 00:10:00,18.0,,19.3
2020-08-10 00:20:00,18.0,,19.0
2020-08-10 00:30:00,17.8,,19.0
2020-08-10 00:40:00,17.8,,18.9
2020-08-10 00:50:00,17.5,,19.2
2020-08-10 01:00:00,17.4,,19.7
2020-08-10 01:10:00,17.7,,19.6
2020-08-10 01:20:00,17.2,,19.3
2020-08-10 01:30:00,17.2,,19.6
2020-08-10 01:40:00,16.9,,18.8
2020-08-10 01:50:00,17.2,,18.7
2020-08-10 02:00:00,17.1,,18.4
2020-08-10 02:10:00,17.0,,18.4
2020-08-10 02:20:00,16.8,,18.4
2020-08-10 02:30:00,16.6,,18.1
2020-08-10 02:40:00,16.4,,17.9
2020-08-10 02:50:00,16.8,,17.9
2020-08-10 03:00:00,16.9,,17.8
2020-08-10 03:10:00,16.9,,17.4
2020-08-10 03:20:00,16.7,,17.2
2020-08-10 03:30:00,16.5,,17.1
2020-08-10 03:40:00,16.6,,17.0
2020-08-10 03:50:00,16.6,,16.9
2020-08-10 04:00:00,16.5,,16.7
2020-08-10 04:10:00,16.3,,17.0
2020-08-10 04:20:00,16.3,,17.3
2020-08-10 04:30:00,16.6,,17.6
2020-08-10 04:40:00,16.5,,17.7
2020-08-10 04:50:00,16.9,,18.1
2020-08-10 05:00:00,17.0,,18.8
2020-08-10 05:10:00,17.7,,18.9
2020-08-10 05:20:00,18.2,,19.2
2020-08-10 05:30:00,18.8,,19.7
2020-08-10 05:40:00,19.4,,20.0
2020-08-10 05:50:00,19.8,,20.6
2020-08-10 06:00:00,20.0,,20.6
2020-08-10 06:10:00,20.4,,20.6
2020-08-10 06:20:00,21.1,,21.1
2020-08-10 06:30:00,21.4,,21.9
2020-08-10 06:40:00,21.7,,22.4
2020-08-10 06:50:00,22.1,,22.7
2020-08-10 07:00:00,22.7,21.8,23.3
2020-08-10 07:10:00,23.4,22.6,23.6
2020-08-10 07:20:00,24.1,23.6,24.3
2020-08-10 07:30:00,24.6,23.9,24.6
2020-08-10 07:40:00,25.1,24.4,25.5
2020-08-10 07:50:00,25.7,24.7,25.8
2020-08-10 08:00:00,25.9,25.3,26.4
2020-08-10 08:10:00,26.5,25.7,26.7
2020-08-10 08:20:00,27.0,26.2,27.4
2020-08-10 08:30:00,27.1,26.4,27.7
2020-08-10 08:40:00,27.4,26.8,28.1
2020-08-10 08:50:00,27.7,27.0,27.8
2020-08-10 09:00:00,28.0,27.5,28.8
2020-08-10 09:10:00,28.4,27.6,29.0
2020-08-10 09:20:00,28.6,27.4,30.0
2020-08-10 09:30:00,29.2,28.4,30.1
2020-08-10 09:40:00,29.5,28.6,30.4
2020-08-10 09:50:00,30.0,29.1,30.7
2020-08-10 10:00:00,30.1,29.1,31.3
2020-08-10 10:10:00,30.3,29.2,31.5
2020-08-10 10:20:00,30.7,28.9,32.2
2020-08-10 10:30:00,30.6,29.6,32.3
2020-08-10 10:40:00,30.8,29.7,32.4
2020-08-10 10:50:00,30.8,30.3,32.4
2020-08-10 11:00:00,31.3,30.3,32.5
2020-08-10 11:10:00,31.4,30.5,32.1
2020-08-10 11:20:00,32.4,30.2,32.3
2020-08-10 11:30:00,32.2,30.6,34.1
2020-08-10 11:40:00,31.9,30.2,33.1
2020-08-10 11:50:00,31.7,30.4,33.2
2020-08-10 12:00:00,32.1,30.5,33.8
2020-08-10 12:10:00,32.4,31.1,33.0
2020-08-10 12:20:00,32.6,31.0,32.6
2020-08-10 12:30:00,32.4,31.2,32.9
2020-08-10 12:40:00,32.5,31.1,32.8
2020-08-10 12:50:00,32.7,30.8,32.6
2020-08-10 13:00:00,33.1,30.3,32.6
2020-08-10 13:10:00,33.0,31.0,32.6
2020-08-10 13:20:00,32.9,31.1,32.1
2020-08-10 13:30:00,33.1,31.5,32.6
2020-08-10 13:40:00,33.4,31.4,32.6
2020-08-10 13:50:00,32.8,31.4,33.7
2020-08-10 14:00:00,33.2,31.8,34.2
2020-08-10 14:10:00,33.1,31.0,33.7
2020-08-10 14:20:00,32.9,32.1,32.1
2020-08-10 14:30:00,32.9,31.7,32.3
2020-08-10 14:40:00,33.0,31.7,31.8
2020-08-10 14:50:00,32.4,31.4,32.3
2020-08-10 15:00:00,32.9,31.6,33.4
2020-08-10 15:10:00,32.4,31.0,33.1
2020-08-10 15:20:00,32.2,31.1,33.8
2020-08-10 15:30:00,32.1,32.1,33.7
2020-08-10 15:40:00,32.3,30.8,33.7
2020-08-10 15:50:00,31.9,30.9,33.2
2020-08-10 16:00:00,31.9,30.7,33.2
2020-08-10 16:10:00,31.6,30.7,33.1
2020-08-10 16:20:00,30.9,30.4,32.8
2020-08-10 16:30:00,30.5,30.1,32.4
2020-08-10 16:40:00,30.3,29.9,32.2
2020-08-10 16:50:00,30.1,29.4,31.9
2020-08-10 17:00:00,29.8,29.1,31.8
2020-08-10 17:10:00,29.4,28.4,31.2
2020-08-10 17:20:00,29.3,26.9,31.1
2020-08-10 17:30:00,28.8,26.6,30.4
2020-08-10 17:40:00,28.6,25.8,30.2
2020-08-10 17:50:00,28.3,25.1,30.1
2020-08-10 18:00:00,28.0,24.4,29.4
2020-08-10 18:10:00,27.6,23.9,28.8
2020-08-10 18:20:00,27.3,23.5,28.4
2020-08-10 18:30:00,27.0,23.6,27.9
2020-08-10 18:40:00,26.8,23.3,27.2
2020-08-10 18:50:00,26.5,23.6,26.9
2020-08-10 19:00:00,26.2,24.7,26.3
2020-08-10 19:10:00,25.4,25.2,26.4
2020-08-10 19:20:00,25.1,25.1,26.3
2020-08-10 19:30:00,24.5,24.8,25.8
2020-08-10 19:40:00,24.1,24.8,25.4
2020-08-10 19:50:00,24.0,24.6,24.9
2020-08-10 20:00:00,23.4,24.5,24.3
2020-08-10 20:10:00,23.5,24.2,24.0
2020-08-10 20:20:00,23.1,24.0,23.8
2020-08-10 20:30:00,22.6,23.4,23.5
2020-08-10 20:40:00,21.7,23.6,24.3
2020-08-10 20:50:00,21.3,23.4,24.4
2020-08-10 21:00:00,21.9,23.3,24.4
2020-08-10 21:10:00,21.8,23.1,24.5
2020-08-10 21:20:00,21.0,22.8,24.2
2020-08-10 21:30:00,21.6,22.4,24.3
2020-08-10 21:40:00,21.7,21.8,24.2
2020-08-10 21:50:00,21.9,21.2,23.9
2020-08-10 22:00:00,22.0,20.5,23.8
2020-08-10 22:10:00,21.7,20.2,23.8
2020-08-10 22:20:00,21.5,20.0,23.8
2020-08-10 22:30:00,21.5,19.5,23.8
2020-08-10 22:40:00,21.3,18.9,23.9
2020-08-10 22:50:00,20.9,19.2,23.6
2020-08-10 23:00:00,20.7,18.6,23.7
2020-08-10 23:10:00,20.5,18.6,23.6
2020-08-10 23:20:00,20.6,18.4,23.5
2020-08-10 23:30:00,20.1,18.2,24.0
2020-08-10 23:40:00,20.4,18.3,23.9
2020-08-10 23:50:00,20.6,18.3,24.1
2020-08-11 00:00:00,20.7,18.2,24.1
2020-08-11 00:10:00,20.4,18.0,24.0
2020-08-11 00:20:00,20.4,17.9,24.2
2020-08-11 00:30:00,20.3,17.8,23.9
2020-08-11 00:40:00,20.1,17.5,23.6
2020-08-11 00:50:00,20.1,17.5,23.5
2020-08-11 01:00:00,20.0,17.4,22.9
2020-08-11 01:10:00,20.0,17.3,22.8
2020-08-11 01:20:00,19.6,17.3,22.9
2020-08-11 01:30:00,19.3,17.2,22.8
2020-08-11 01:40:00,19.4,17.1,22.0
2020-08-11 01:50:00,19.2,17.0,21.3
2020-08-11 02:00:00,19.4,16.9,21.1
2020-08-11 02:10:00,19.3,16.7,20.7
2020-08-11 02:20:00,19.4,16.7,20.4
2020-08-11 02:30:00,19.3,16.5,20.5
2020-08-11 02:40:00,19.2,16.5,20.3
2020-08-11 02:50:00,19.2,16.4,20.3
2020-08-11 03:00:00,18.8,16.3,20.0
2020-08-11 03:10:00,18.8,16.4,20.0
2020-08-11 03:20:00,18.7,16.2,20.2
2020-08-11 03:30:00,18.8,16.0,20.1
2020-08-11 03:40:00,18.7,16.1,20.3
2020-08-11 03:50:00,18.2,16.0,19.8
